index_code.string(),date.date(2006-01-02),open.double(),close.double(),low.double(),high.double(),volume.double(),money.double(),change.double()
sh000904,2019-06-10,3457.87,3481.95,3435.45,3495.29,4205391900.0,47913520000.0,0.00950958931911
sh000904,2019-06-06,3495.08,3449.15,3442.04,3495.08,4187923500.0,49471310000.0,-0.0137621237076
sh000904,2019-06-05,3537.07,3497.28,3494.22,3546.36,4124719100.0,51755280000.0,-0.00352740721323
sh000904,2019-06-04,3543.94,3509.66,3492.26,3546.42,4150120900.0,50296670000.0,-0.0101337154042
sh000904,2019-06-03,3578.7,3545.59,3535.93,3606.79,4614963300.0,56362250000.0,-0.00693211290801
sh000904,2019-05-31,3571.61,3570.34,3553.94,3599.07,4231790900.0,53831960000.0,0.00137711299899
sh000904,2019-05-30,3573.41,3565.43,3529.7,3573.41,4319657100.0,52027230000.0,-0.00686890857889
sh000904,2019-05-29,3584.57,3590.09,3574.01,3614.83,4220481800.0,50415790000.0,-0.0055290092935
sh000904,2019-05-28,3581.24,3610.05,3568.45,3620.98,5185985500.0,62056840000.0,0.0071138636649
sh000904,2019-05-27,3521.14,3584.55,3494.2,3593.79,5033346700.0,61159730000.0,0.0205850950246
sh000904,2019-05-24,3513.45,3512.25,3502.25,3549.83,3867639600.0,46169230000.0,-0.0035124254177
sh000904,2019-05-23,3579.76,3524.63,3513.83,3579.76,4595695200.0,55634190000.0,-0.0192361203864
sh000904,2019-05-22,3608.51,3593.76,3575.39,3623.22,4729025900.0,56955410000.0,-0.00418690615068
sh000904,2019-05-21,3539.1,3608.87,3529.25,3618.67,5144001800.0,62023380000.0,0.020703289617
sh000904,2019-05-20,3554.25,3535.67,3486.64,3560.01,5103531200.0,60938190000.0,-0.00889165468312
sh000904,2019-05-17,3695.34,3567.39,3555.4,3695.62,6303253500.0,73296050000.0,-0.0341045392394
sh000904,2019-05-16,3662.04,3693.35,3652.95,3696.03,5563635100.0,66885400000.0,0.00698524700564
sh000904,2019-05-15,3625.98,3667.73,3619.68,3677.74,5311744000.0,66854360000.0,0.0204011796127
sh000904,2019-05-14,3580.28,3594.4,3579.62,3636.37,5044964100.0,61525310000.0,-0.00687155144546
sh000904,2019-05-13,3628.86,3619.27,3604.6,3653.04,4915352800.0,60498880000.0,-0.0160080475239
sh000904,2019-05-10,3590.25,3678.15,3525.4,3679.97,6872259100.0,83737460000.0,0.035614332453
sh000904,2019-05-09,3562.45,3551.66,3543.41,3602.59,4580018100.0,56580480000.0,-0.0125198446349
sh000904,2019-05-08,3564.81,3596.69,3554.22,3658.45,5338146000.0,64727740000.0,-0.0113714452208
sh000904,2019-05-07,3606.65,3638.06,3579.42,3658.17,6390469300.0,77546130000.0,0.014562836044
sh000904,2019-05-06,3699.07,3585.84,3549.23,3716.76,8642886000.0,98856960000.0,-0.0667610531028
sh000904,2019-04-30,3801.56,3842.36,3801.46,3856.51,5521776900.0,70558150000.0,0.00900191172454
sh000904,2019-04-29,3866.07,3808.08,3795.46,3880.36,7290313600.0,90150990000.0,-0.0166504844341
sh000904,2019-04-26,3911.74,3872.56,3869.36,3930.66,6713877400.0,85417160000.0,-0.0152046486198
sh000904,2019-04-25,4032.65,3932.35,3931.41,4037.76,7760204800.0,96421170000.0,-0.0279837649176
sh000904,2019-04-24,4018.4,4045.56,3974.84,4046.24,6681699300.0,84788140000.0,0.00907417476891
sh000904,2019-04-23,4045.03,4009.18,3999.49,4059.54,7550261300.0,92508250000.0,-0.00895582895182
sh000904,2019-04-22,4139.56,4045.41,4036.63,4142.13,9215996000.0,1.1031205e+11,-0.0190829051601
sh000904,2019-04-19,4099.63,4124.11,4068.85,4131.77,7864262200.0,92803970000.0,0.00515236523786
sh000904,2019-04-18,4118.06,4102.97,4088.85,4132.0,7501475900.0,94743020000.0,-0.00519349528051
sh000904,2019-04-17,4109.12,4124.39,4097.85,4147.33,8572934500.0,1.0923111e+11,0.00369169818116
sh000904,2019-04-16,4006.38,4109.22,3978.33,4109.22,8683289400.0,1.0679196e+11,0.0214139947851
sh000904,2019-04-15,4134.14,4023.07,4020.43,4146.66,8193156300.0,1.0162003e+11,-0.0113218026413
sh000904,2019-04-12,4068.31,4069.14,4037.44,4091.01,7106803500.0,88059520000.0,-0.00146254079654
sh000904,2019-04-11,4167.94,4075.1,4071.82,4179.77,8535368800.0,1.1152633e+11,-0.0234743809099
sh000904,2019-04-10,4156.5,4173.06,4128.16,4212.17,9456639300.0,1.2421621e+11,-0.00214011922497
sh000904,2019-04-09,4173.68,4182.01,4142.11,4201.67,8902254300.0,1.1847854e+11,-0.00118701307386
sh000904,2019-04-08,4247.07,4186.98,4133.73,4258.66,12816019700.0,1.5880088e+11,-0.00452447806829
sh000904,2019-04-04,4200.84,4206.01,4164.01,4221.29,12843078500.0,1.5571791e+11,0.0083525725396
sh000904,2019-04-03,4094.11,4171.17,4082.53,4173.1,11249514500.0,1.4210155e+11,0.0130665934808
sh000904,2019-04-02,4129.58,4117.37,4095.69,4143.59,11488462900.0,1.4723742e+11,0.00172006909471
sh000904,2019-04-01,4007.93,4110.3,4007.93,4116.43,12680105500.0,1.580594e+11,0.0341990448825
sh000904,2019-03-29,3843.25,3974.38,3834.93,3975.04,10047669800.0,1.2382075e+11,0.0367848655361
sh000904,2019-03-28,3851.05,3833.37,3831.36,3888.11,6752483000.0,83176160000.0,-0.00793985585073
sh000904,2019-03-27,3862.23,3864.05,3808.51,3871.5,7065473000.0,87019840000.0,0.00796921872962
sh000904,2019-03-26,3938.29,3833.5,3823.71,3949.35,9121005700.0,1.0352246e+11,-0.0210974127453
sh000904,2019-03-25,3912.66,3916.12,3903.77,3980.13,9882553200.0,1.1030679e+11,-0.0145795483712
sh000904,2019-03-22,3969.21,3974.06,3905.3,3978.18,8883739500.0,1.0319247e+11,0.00101762711523
sh000904,2019-03-21,3951.16,3970.02,3937.34,3999.93,10294809600.0,1.1815483e+11,0.00673520208142
sh000904,2019-03-20,3947.61,3943.46,3883.32,3958.94,9048198200.0,1.080329e+11,-0.00208517853076
sh000904,2019-03-19,3960.91,3951.7,3925.21,3980.71,8783651700.0,1.0942984e+11,-0.00155639663859
sh000904,2019-03-18,3859.02,3957.86,3829.83,3957.86,10065202200.0,1.2742559e+11,0.0292801285735
sh000904,2019-03-15,3813.83,3845.27,3808.14,3882.87,8925779000.0,1.09077e+11,0.0143047818013
sh000904,2019-03-14,3839.87,3791.04,3754.78,3880.23,9855760700.0,1.2079741e+11,-0.0187854913268
sh000904,2019-03-13,3930.64,3863.62,3840.75,3934.03,12118759000.0,1.5365041e+11,-0.0175405584092
sh000904,2019-03-12,3904.23,3932.6,3881.15,3976.12,13837888000.0,1.6766283e+11,0.0145110735615
sh000904,2019-03-11,3772.52,3876.35,3760.46,3876.44,11653074400.0,1.3837163e+11,0.0336823073887
sh000904,2019-03-08,3814.67,3750.04,3749.2,3904.18,16589080200.0,1.7516924e+11,-0.0412586733207
sh000904,2019-03-07,3905.59,3911.42,3856.26,3949.43,16152814400.0,1.6782458e+11,0.00144401374373
sh000904,2019-03-06,3870.87,3905.78,3837.81,3908.64,14745013500.0,1.5550027e+11,0.0136615850968
sh000904,2019-03-05,3776.34,3853.14,3759.17,3853.14,11050221800.0,1.2624403e+11,0.0163566008024
sh000904,2019-03-04,3757.48,3791.13,3743.39,3872.84,14725451900.0,1.6587489e+11,0.0200203405153
sh000904,2019-03-01,3699.05,3716.72,3656.3,3716.72,8830675100.0,95874220000.0,0.0127468024
sh000904,2019-02-28,3677.41,3669.94,3650.88,3703.22,8151580600.0,90135510000.0,-0.00347296706519
sh000904,2019-02-27,3709.54,3682.73,3636.89,3747.83,12346069000.0,1.376582e+11,-0.00949427519412
sh000904,2019-02-26,3740.45,3718.03,3698.88,3798.92,15703940800.0,1.7132004e+11,-0.000360276068259
sh000904,2019-02-25,3589.87,3719.37,3578.9,3720.04,15322834600.0,1.5893281e+11,0.0554218713643
sh000904,2019-02-22,3420.07,3524.06,3410.87,3524.06,9071748800.0,95819750000.0,0.0286373122783
sh000904,2019-02-21,3424.89,3425.95,3410.8,3491.24,8697185700.0,90069560000.0,-0.00035014516435
sh000904,2019-02-20,3422.88,3427.15,3388.79,3435.61,6528198600.0,67706640000.0,0.0014932613295
sh000904,2019-02-19,3448.73,3422.04,3391.6,3465.3,8171333900.0,86355290000.0,-0.00374682306087
sh000904,2019-02-18,3325.87,3434.91,3325.87,3434.91,7917149600.0,82285980000.0,0.0393071104387
sh000904,2019-02-15,3336.3,3305.0,3300.99,3351.59,5721770200.0,59047280000.0,-0.0110445822898
sh000904,2019-02-14,3339.43,3341.91,3323.06,3357.63,5883400700.0,59064200000.0,0.000143651071547
sh000904,2019-02-13,3277.14,3341.43,3270.43,3349.08,7550580700.0,79195210000.0,0.0213318091233
sh000904,2019-02-12,3228.87,3271.64,3225.41,3273.25,5221257700.0,56307140000.0,0.0133151626841
sh000904,2019-02-11,3158.56,3228.65,3158.52,3229.05,4511086600.0,51931250000.0,0.0244674032378
sh000904,2019-02-01,3095.99,3151.54,3095.99,3151.56,3654457800.0,40354440000.0,0.0244346421269
sh000904,2019-01-31,3088.89,3076.37,3062.26,3112.77,3910551800.0,39956130000.0,-0.0022734791041
sh000904,2019-01-30,3100.18,3083.38,3081.09,3122.21,3296429800.0,34552680000.0,-0.00912660920759
sh000904,2019-01-29,3119.08,3111.78,3066.16,3124.0,3763182600.0,39031790000.0,-0.00447888207104
sh000904,2019-01-28,3144.41,3125.78,3118.67,3166.0,3965148800.0,41592730000.0,0.000685098154717
sh000904,2019-01-25,3118.9,3123.64,3113.16,3146.63,3940940600.0,40021550000.0,0.00235535731476
sh000904,2019-01-24,3099.6,3116.3,3082.13,3124.7,3864512300.0,38152020000.0,0.00594600178186
sh000904,2019-01-23,3089.15,3097.88,3084.56,3105.81,3126108100.0,29333090000.0,0.000351977370115
sh000904,2019-01-22,3133.39,3096.79,3089.27,3133.39,3768742700.0,35601470000.0,-0.0129784446902
sh000904,2019-01-21,3129.52,3137.51,3124.27,3150.46,4483531200.0,45885750000.0,0.0043020802991
sh000904,2019-01-18,3075.32,3124.07,3074.89,3126.28,5038713500.0,45319200000.0,0.0177681925246
sh000904,2019-01-17,3087.38,3069.53,3068.14,3098.05,3852335800.0,35937350000.0,-0.00596512249227
sh000904,2019-01-16,3093.27,3087.95,3078.02,3103.42,4136024600.0,40419660000.0,-0.00124199897147
sh000904,2019-01-15,3042.34,3091.79,3033.74,3091.93,4454800700.0,42735500000.0,0.0161837931998
sh000904,2019-01-14,3067.49,3042.55,3036.9,3071.76,3152310900.0,31715510000.0,-0.00687748480556
sh000904,2019-01-11,3057.43,3063.62,3042.08,3073.71,3603627800.0,34362810000.0,0.00410672907059
sh000904,2019-01-10,3056.7,3051.09,3043.9,3073.63,4214645200.0,40772430000.0,-0.00147271067126
sh000904,2019-01-09,3050.68,3055.59,3047.0,3100.16,4930078400.0,47648500000.0,0.00350090149856
sh000904,2019-01-08,3041.72,3044.93,3032.79,3053.62,4574545000.0,39471300000.0,-0.00146258759949
sh000904,2019-01-07,3020.45,3049.39,3011.31,3052.23,5128756300.0,49655810000.0,0.0160196714102
sh000904,2019-01-04,2892.01,3001.31,2887.67,3001.31,4995290200.0,47641850000.0,0.0283847358376
sh000904,2019-01-03,2931.06,2918.47,2910.99,2970.85,3400902300.0,35347700000.0,-0.0064681511641
sh000904,2019-01-02,2983.25,2937.47,2928.63,2983.28,2862777700.0,31096000000.0,-0.0134143433387
sh000904,2018-12-28,2965.86,2977.41,2943.93,2985.3,3035511700.0,30684490000.0,0.00522292821597
sh000904,2018-12-27,3023.81,2961.94,2961.46,3029.34,3286610600.0,32908390000.0,-0.0066104338202
sh000904,2018-12-26,2988.59,2981.65,2974.36,3008.48,2462937000.0,26575050000.0,-0.00370896332804
sh000904,2018-12-25,2992.6,2992.75,2936.9,3003.85,3426328100.0,34727860000.0,-0.00957742190628
sh000904,2018-12-24,2993.67,3021.69,2987.15,3027.39,2408493700.0,27244510000.0,0.00668303555068
sh000904,2018-12-21,3022.12,3001.63,2980.55,3025.15,2893885400.0,32481130000.0,-0.0100426110129
sh000904,2018-12-20,3024.89,3032.08,3005.96,3040.88,2852447100.0,30258230000.0,0.000372820402844
sh000904,2018-12-19,3081.86,3030.95,3026.9,3085.76,2465705500.0,29092240000.0,-0.0145303091389
sh000904,2018-12-18,3082.5,3075.64,3056.19,3107.59,2829318600.0,31150440000.0,-0.00763718376026
sh000904,2018-12-17,3098.62,3099.31,3063.22,3106.57,2998029100.0,33447390000.0,-0.00314561495486
sh000904,2018-12-14,3170.74,3109.09,3108.75,3172.03,4059680900.0,42940740000.0,-0.0210920379839
